category,subcategory,question,answer,reasoning,source
Arithmetic,sequence_next_term,"Was ist der nächste Begriff in -1691, -1690, -1689, -1688?",-1687,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in -27, -52, -69, -78, -79, -72, -57?",-34,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 219, 437, 655, 873, 1091, 1309?",1527,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in 50, 62, 92, 146, 230, 350, 512?",722.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -609, -1186, -1763, -2340, -2917, -3494?",-4071,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter mit -71, -79, -101, -143, -211, -311, -449?",-631,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Begriff in 244, 253, 262?",271,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -40, -49, -70, -109, -172?",-265.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in 17, 34, 51, 68?",85,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was steht 1964, 3923, 5880, 7835 als nächstes an?",9788,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter in 35, 123, 271, 479, 747, 1075?",1463.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in 20, 31, 46, 65?",88.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter mit -53, -114, -175?",-236,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 3, -23, -51, -81?",-113,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 61, 62, 53, 28, -19?",-94,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? -396, -392, -378, -348, -296?",-216,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Begriff in 1070, 4273, 9610, 17081?",26686,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 1927, 1929, 1929, 1927, 1923?",1917,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 6, 43, 140, 327, 634, 1091, 1728, 2575?",3662,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter mit -109, -391, -859, -1513?",-2353,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 80, 75, 68, 59, 48, 35?",20,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes: 2538, 2528, 2504, 2460, 2390, 2288, 2148?",1964,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 30, 52, 74, 96?",118,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 273, 545, 821, 1101, 1385, 1673?",1965,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was folgt in -1088, -1086, -1082, -1076, -1068, -1058?",-1046,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 5, 18, 31, 44, 57?",70,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -29, -77, -125, -173, -221, -269?",-317,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -388, -386, -384?",-382,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes: 140, 177, 250, 365, 528, 745, 1022, 1365?",1780,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? -75, -80, -85, -90?",-95,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 1, 22, 43, 64, 85, 106?",127,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Begriff in 894, 886, 864, 822, 754?",654,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -42, -228, -538, -972, -1530, -2212, -3018?",-3948,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -93, -96, -77, -24, 75, 232, 459, 768?",1171,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -117, -231, -345, -459, -573?",-687,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 369, 372, 375, 378?",381,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in -1, -2, 1, 8, 19?",34,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter mit -24, -35, -50, -69, -92, -119, -150?",-185.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Begriff in 49, 75, 95, 109, 117, 119, 115?",105,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 114, 227, 340, 453, 566?",679.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 1833, 1837, 1841, 1845, 1849?",1853,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter in -262, -1052, -2360, -4180, -6506, -9332, -12652, -16460?",-20750,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 11, 17, 27, 41, 59?",81,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was ist der nächste Term in 12, 24, 38, 54, 72, 92, 114?",138,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter mit -29, -46, -81, -140, -229, -354?",-521,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 17, 49, 129, 281, 529, 897, 1409?",2089,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Wie geht es weiter in 5313, 5311, 5309, 5307, 5305, 5303?",5301,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 16, 33, 50, 67?",84,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in 40, 54, 80, 124, 192, 290?",424,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 8, 48, 128, 260, 456, 728, 1088?",1548,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes? 38, 52, 70, 86, 94, 88?",62.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,sequence_next_term,"Was kommt als nächstes in 44, 39, 32, 23?",12,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Setzen Sie -758 und -1 zusammen.,-759.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -8699 kleiner als -0,3?",8698.7,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechnen Sie 608,4 + -0,04.",608.36,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie -2,517873 und -0,04.",-2.557873,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechnen Sie 0,53 - 1187,45.",-1186.92,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie -0,8904 und -3,79.",-4.6804,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechnen Sie -1455 - -0,095.",-1454.905,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Setzen Sie -108241 und -0,2 zusammen.",-108241.2,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was bedeutet -2 - 16439?,-16441.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Insgesamt -0,022 und -24.",-24.022,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,11326848+-0.1,11326847.9,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechne -0,152 + -5,74.",-5.892,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -0,1 weniger als 1115205,8?",1115205.9,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Ziehen Sie 0,0322 von 0 ab.",-0.0322,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 0,3245 weniger als -7?",-7.3245,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Ziehe -3828 von -0,1 ab.",3827.9,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie 4 und 0,086612.",4.086612,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Summe -8197.457 und -4.,-8201.457,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,2.26 - 0.016,2.244,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,-11 - -0.0479186,-10.9520814,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist 34 plus -931?,-897.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 5,8 plus 73,95?",79.75,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Wie groß ist der Abstand zwischen 0,189 und 14,26?",14.071,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist -161 plus 1124?,963.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Wie groß ist der Abstand zwischen 813 und -82?,895.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,-0.1+507.39,507.29,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie -18,766737 und -0,5.",-19.266737,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Wie groß ist der Abstand zwischen 0,7 und -1843?",1843.7,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Addieren Sie 2585 und -13.,2572.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -74366 abzüglich -0,05?",-74365.95,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie -7,734 und -0,18.",-7.914,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie 0,05 und -0,04463.",0.00537,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist 1 + -8193?,-8192.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -0,1 + -9208?",-9208.1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,52.21 + 0.5,52.71,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -2 kleiner als 2,63353?",4.63353,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,-37.5+0.24,-37.26,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechne -1 - -0,0553.",-0.9447,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 7 weniger als 0,00533?",-6.99467,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -6,5 + -1,5?",-8.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist 5090 + 3?,5093.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechnen Sie 8,2269 - 0,4.",7.8269,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Setzen Sie -2158 und -4 zusammen.,-2162.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -0,02199 abzüglich -0,5?",0.47801,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist der Unterschied zwischen -54 und -1340?,1286.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist der Unterschied zwischen -1,8 und -0,74?",1.06,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Work out 4 - 58325.,-58321.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist -0,573395 plus 0,2?",-0.373395,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Summe 39,85 und -183.",-143.15,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 221 take away 0,2?",220.8,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Addieren Sie -0,269 und -0,0416.",-0.3106,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 10203 - -0,0259?",10203.0259,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Wie groß ist der Abstand zwischen -7,077 und -45?",37.923,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist der Unterschied zwischen -5 und -52887?,52882.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Ziehen Sie -1 von -467 ab.,-466.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Berechnen Sie 422 - 121.,301.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Berechnen Sie 0,09 - 428.",-427.91,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,18446+529,18975.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,-0.5 + -6.2084,-6.7084,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist -112 + -16312?,-16424.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,"Was ist 7825 minus -0,03?",7825.03,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_or_sub,Was ist -84217 minus -5?,-84212.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von -4 + -1 + -6 - -12?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Schätze (-2 - (0 + -1)) + 3.,2,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne -4 + 0 - ((-3 - -1) + 7).,-9,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von -2 + 4 - (-4 + 2 + -1)?,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von (-5 - (3 + -6) - -3) + 0?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist -12 + (1 + 5 - -1) - 4?,-1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 11 - (25 + -16) - (-1 + 3).,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne -8 + 1 + -63 + 67 - -3.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von 1 - (7 + (15 + -9 - 6))?,-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 8 + -1 - (-3 + 8).,2,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von (1 - -1) + -2 + 1?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von -3 + -12 + 2 + 7?,-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist -4 - (-11 + 8) - -9?,8,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 19 - (13 + -12 + 7).,11.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 2 + 5 + 0 + -3 + -1.,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,-1 + -2 + -1 + 0,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,-7 + 0 + 5 + -6 - -4,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von 1 - 0 - 4 - (-3 - -5)?,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,17 - ((-4 - -27) + -10),4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 1 - (-2 - -2) - 6.,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechnen Sie -13 - -8 - -9 - -1.,5.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,(-4 - (2 - 3)) + 4,1.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von (-17 - -5 - -2) + 2?,-8,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von 5 + (3 + 1 - (-2 - -6))?,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist der Wert von (2 - 22) + -1 + 13 + -3?,-11,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 3 + -4 + 0 + 4 + -7.,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,0 - 2 - (4 - (-5 + 11)),0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechnen Sie 1 - (4 - 8 - -8).,-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,-7 + (17 - (-8 + 14)),4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,6 + -5 - 3 - -8,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist -1 - (2 + 1 - 4)?,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist -8 + (12 - -1) - 12?,-7,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechnen Sie (0 - -1) + (-2 - -4) - 0.,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne (-2 - (9 + -8)) + 3.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Bewertung -5 - -2 - -5 - 3.,-1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,0 + (0 - (-1 - (-6 - 1))),-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,(-4 - -4) + (2 - 1) + 2,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 0 - ((0 - 2) + (11 - 9)).,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 1 - 0 - (-3 - (-1 + 0))?,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,-8 + (6 - -8) - (2 - 1),5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Rate 6 + -9 + (-2 - -4 - 4).,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 7 - (-59 + 65 - (-7 - 0))?,-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,2 + -4 - 4 - -4,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,4 - 8 - -6 - 6,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne (0 - 6) + (-2 - -4) + 3.,-1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 4 - (-5 - -5) - 1?,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 5 + 2 + -4 + (1 - 3).,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne (-11 - -6) + 7 - 5.,-3.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 1 + -3 - (25 - (38 - 10))?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 9 - 2 - 11 - (-1 - 1)?,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,4 - (8 + -6 + 5),-3,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,1 + 0 - ((3 - 9) + 2),5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist 2 - (-6 + -2 + 5)?,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne 6 + 5 + (4 - 10).,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne (3 - (-4 - -3)) + -4.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,-1 + 6 + (9 - 10),4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist (-10 - -6) + (-5 - -3)?,-6,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,(5 - 12) + (7 - -5),5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne (-6 - -2) + (5 - 3) - 2.,-4,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Was ist (-2 + (-3 - -8) - 1) + -1?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne -2 - (4 - 3) - 2.,-5,,Mathematics Dataset (Google DeepMind)
Arithmetic,add_sub_multiple,Berechne -8 + 3 - (1 + -4 - 0).,-2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Teilen Sie 171 durch -2.,-171/2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Berechnen Sie -19 geteilt durch 19.,-1,,Mathematics Dataset (Google DeepMind)
Arithmetic,div,Berechnen Sie -238 geteilt durch -3.,238/3,,Mathematics Dataset (Google DeepMind)
